id,name,nationality,sex,dob,height,weight,sport,gold,silver,bronze,population,gdp_per_capita
964160887,Manich Bech,DEN,male,1/13/93,1.7,68.0,football,0,0,0,5676002.0,51989.2934712354
12987305,Manika Batra,IND,female,6/15/95,1.79,63.0,table tennis,0,0,0,1311050527.0,1598.25903421916
879168754,Manila Flamini,ITA,female,9/18/87,1.63,57.0,aquatics,0,0,0,60802085.0,29957.8043154372
643799158,Manish Singh,IND,male,5/5/91,1.74,65.0,athletics,0,0,0,1311050527.0,1598.25903421916
408462176,Manoel Dall Igna,FRA,male,3/12/85,1.83,92.0,rugby sevens,0,0,0,66808385.0,36205.5681017036
761454606,Manoj Kumar,IND,male,12/10/86,1.75,,boxing,0,0,0,1311050527.0,1598.25903421916
283175998,Manon Brunet,FRA,female,2/7/96,1.65,55.0,fencing,0,0,0,66808385.0,36205.5681017036
672441857,Manon Hostens,FRA,female,6/7/94,1.69,62.0,canoe,0,0,0,66808385.0,36205.5681017036
969062147,Manon Houette,FRA,female,7/2/92,1.68,69.0,handball,0,1,0,66808385.0,36205.5681017036
620704693,Manon Valentino,FRA,female,8/25/90,1.72,64.0,cycling,0,0,0,66808385.0,36205.5681017036
14769885,Manpreet Kaur,IND,female,7/6/90,1.7,89.0,athletics,0,0,0,1311050527.0,1598.25903421916
479145600,Manpreet Singh,IND,male,6/26/92,1.72,69.0,hockey,0,0,0,1311050527.0,1598.25903421916
748912024,Manqi Ge,CHN,female,10/13/97,1.62,52.0,athletics,0,0,0,1371220000.0,8027.68381013907
857446492,Manrique Larduet,CUB,male,7/10/96,1.6,63.0,gymnastics,0,0,0,11389562.0,
690679655,Mantas Kalnietis,LTU,male,9/6/86,1.94,90.0,basketball,0,0,0,2910199.0,14147.0493792403
737047784,Manu Attri,IND,male,12/31/92,1.72,73.0,badminton,0,0,0,1311050527.0,1598.25903421916
949112523,Manu Ginobili,ARG,male,7/28/77,1.98,91.0,basketball,0,0,0,43416755.0,13431.8783398577
933012630,Manuel Alexander Torres,VEN,male,1/20/87,1.76,66.0,wrestling,0,0,0,31108083.0,
653187190,Manuel Brunet,ARG,male,11/16/85,1.79,79.0,hockey,1,0,0,43416755.0,13431.8783398577
621320289,Manuel Cappai,ITA,male,10/9/92,1.68,,boxing,0,0,0,60802085.0,29957.8043154372
188149865,Manuel Esteban Soto,COL,male,1/28/94,1.7,62.0,athletics,0,0,0,48228704.0,6056.14771720405
454149473,Manuel Fernandez Saro,ESP,male,1/27/75,1.78,67.0,equestrian,0,0,0,46418269.0,25831.5823052954
896925712,Manuel Fumic,GER,male,3/30/82,1.73,68.0,cycling,0,0,0,81413145.0,41313.3139945434
53279336,Manuel Huerta,PUR,male,3/22/84,1.68,56.0,triathlon,0,0,0,3474182.0,
715849692,Manuel Lajud,MEX,male,12/25/93,1.88,85.0,football,0,0,0,127017224.0,9005.02426497766
342632387,Manuel Lelo,ANG,male,8/18/87,1.82,73.0,sailing,0,0,0,25021974.0,4101.47215182964
91551077,Manuel Rodas Ochoa,GUA,male,7/5/84,1.71,67.0,cycling,0,0,0,16342897.0,3903.47885604613
484470226,Manuel Strlek,CRO,male,12/1/88,1.82,82.0,handball,0,0,0,4224404.0,11535.8293558997
16557121,Manuel Tavares de Almeida,BRA,male,12/11/93,1.82,78.0,equestrian,0,0,0,207847528.0,8538.5899749574
122886715,Manuela Pizzo,ARG,female,11/13/91,1.77,73.0,handball,0,0,0,43416755.0,13431.8783398577
869069541,Manuela Soccol,BEL,female,6/16/88,1.57,42.0,athletics,0,0,0,11285721.0,40324.0277657215
456553330,Manueli Tulo,FIJ,male,3/25/90,1.51,56.0,weightlifting,0,0,0,892145.0,4960.51995438419
949340839,Manuella Lyrio,BRA,female,7/27/89,1.63,57.0,aquatics,0,0,0,207847528.0,8538.5899749574
990150557,Maor Tiyouri,ISR,female,8/13/90,1.48,44.0,athletics,0,0,0,8380400.0,35728.0934951515
947717856,Maoulida Daroueche,COM,male,2/7/90,1.77,60.0,athletics,0,0,0,788474.0,717.448849960912
547395563,Mara Abbott,USA,female,11/14/85,1.63,52.0,cycling,0,0,0,321418820.0,56115.7184261955
336448292,Marc Lopez,ESP,male,7/31/82,1.74,70.0,tennis,1,0,0,46418269.0,25831.5823052954
201149666,Marc Minguell Alferez,ESP,male,1/14/85,1.85,94.0,aquatics,0,0,0,46418269.0,25831.5823052954
591640221,Marc Mundell,RSA,male,7/7/83,1.89,77.0,athletics,0,0,0,54956920.0,5723.97335690212
317700233,Marc Odenthal,GER,male,1/25/91,1.8,94.0,judo,0,0,0,81413145.0,41313.3139945434
180431479,Marc Roca Barcelo,ESP,male,1/21/88,1.88,92.0,aquatics,0,0,0,46418269.0,25831.5823052954
471210431,Marc Salles,ESP,male,5/6/87,1.7,64.0,hockey,0,0,0,46418269.0,25831.5823052954
777668281,Marc Sanchez Torrens,ESP,male,11/6/92,1.88,75.0,aquatics,0,0,0,46418269.0,25831.5823052954
799451393,Marc Zwiebler,GER,male,3/13/84,1.81,75.0,badminton,0,0,0,81413145.0,41313.3139945434
970688075,Marc-Antoine Olivier,FRA,male,6/18/96,1.83,64.0,aquatics,0,0,1,66808385.0,36205.5681017036
237044090,Marcel Hacker,GER,male,4/29/77,1.96,101.0,rowing,0,0,0,81413145.0,41313.3139945434
706271089,Marcel Lomnicky,SVK,male,7/6/87,1.77,106.0,athletics,0,0,0,5424050.0,16088.2775872723
749012390,Marcel Nguyen,GER,male,9/8/87,1.62,55.0,gymnastics,0,0,0,81413145.0,41313.3139945434
380803494,Marcela Krinke Susmelj,SUI,female,10/18/65,1.75,54.0,equestrian,0,0,0,8286976.0,80945.0792194742
80452686,Marcela Maric,CRO,female,10/18/96,1.58,55.0,aquatics,0,0,0,4224404.0,11535.8293558997
474468976,Marcelinho Huertas,BRA,male,5/25/83,1.91,90.0,basketball,0,0,0,207847528.0,8538.5899749574
919986691,Marcello Miani,ITA,male,3/5/84,1.83,72.0,rowing,0,0,0,60802085.0,29957.8043154372
855138617,Marcelo Aguirre,PAR,male,1/21/93,1.74,66.0,table tennis,0,0,0,6639123.0,4080.95144785437
627766210,Marcelo Alberto Acosta Jimenez,ESA,male,7/11/96,,,aquatics,0,0,0,6126583.0,4219.35032953932
225061272,Marcelo Chierighini,BRA,male,1/15/91,1.9,86.0,aquatics,0,0,0,207847528.0,8538.5899749574
850637390,Marcelo Espinal,HON,male,2/24/93,1.75,78.0,football,0,0,0,8075060.0,2528.89354988523
118521548,Marcelo Melo,BRA,male,9/23/83,2.0,87.0,tennis,0,0,0,207847528.0,8538.5899749574
549105619,Marcelo Pereira,HON,male,5/27/95,1.81,70.0,football,0,0,0,8075060.0,2528.89354988523
279325237,Marcia Vidiaux,CUB,female,7/21/99,1.43,41.0,gymnastics,0,0,0,11389562.0,
278352429,Marcin Brzezinski,POL,male,1/6/84,1.94,96.0,rowing,0,0,0,37999494.0,12554.5475536313
884298028,Marcin Krukowski,POL,male,6/14/92,1.85,96.0,athletics,0,0,0,37999494.0,12554.5475536313
838211917,Marcin Lewandowski,POL,male,6/13/87,1.79,64.0,athletics,0,0,0,37999494.0,12554.5475536313
8595112,Marcin Matkowski,POL,male,1/15/81,1.85,90.0,tennis,0,0,0,37999494.0,12554.5475536313
746849065,Marcin Pochwala,POL,male,2/14/84,1.82,80.0,canoe,0,0,0,37999494.0,12554.5475536313
382951256,Marcin Stolarski,POL,male,1/4/96,1.87,79.0,aquatics,0,0,0,37999494.0,12554.5475536313
166826094,Marcio Appel,BRA,male,1/1/79,1.72,73.0,equestrian,0,0,0,207847528.0,8538.5899749574
692236481,Marcio Carvalho Jorge,BRA,male,1/28/75,1.86,80.0,equestrian,0,0,0,207847528.0,8538.5899749574
432314163,Marcio Teles,BRA,male,1/27/94,1.8,68.0,athletics,0,0,0,207847528.0,8538.5899749574
995865749,Marco Antonio Rodriguez,BOL,male,1/24/94,1.8,66.0,athletics,0,0,0,10724705.0,3076.79181060881
271177180,Marco Aurelio Fontana,ITA,male,10/12/84,1.72,68.0,cycling,0,0,0,60802085.0,29957.8043154372
527776420,Marco Belotti,ITA,male,11/29/88,1.84,70.0,aquatics,0,0,0,60802085.0,29957.8043154372
171354772,Marco Bueno,MEX,male,3/31/94,1.82,68.0,football,0,0,0,127017224.0,9005.02426497766
406226635,Marco DI COSTANZO,ITA,male,6/9/92,1.84,87.0,rowing,0,0,1,60802085.0,29957.8043154372
483777206,Marco Fichera,ITA,male,9/4/93,1.8,74.0,fencing,0,1,0,60802085.0,29957.8043154372
156642960,Marco Galiazzo,ITA,male,5/7/83,1.78,98.0,archery,0,0,0,60802085.0,29957.8043154372
331908129,Marco Grael,BRA,male,6/9/89,1.81,82.0,sailing,0,0,0,207847528.0,8538.5899749574
886667539,Marco Grimalt,CHI,male,7/11/89,1.96,92.0,volleyball,0,0,0,17948141.0,13416.2300390185
975072988,Marco Innocenti,ITA,male,8/16/78,1.78,97.0,shooting,0,1,0,60802085.0,29957.8043154372
861351035,Marco Koch,GER,male,1/25/90,1.85,83.0,aquatics,0,0,0,81413145.0,41313.3139945434
379037954,Marco Lingua,ITA,male,6/4/78,1.77,116.0,athletics,0,0,0,60802085.0,29957.8043154372
225215794,Marco Orsi,ITA,male,12/11/90,1.89,89.0,aquatics,0,0,0,60802085.0,29957.8043154372
778682814,Marco de Luca,ITA,male,5/12/81,1.88,70.0,athletics,0,0,0,60802085.0,29957.8043154372
491996482,Marco de Nicolo,ITA,male,9/30/76,1.8,85.0,shooting,0,0,0,60802085.0,29957.8043154372
473758676,Marco del Lungo,ITA,male,3/1/90,1.9,97.0,aquatics,0,0,1,60802085.0,29957.8043154372
995047482,Marcos Delia,ARG,male,4/8/92,2.09,105.0,basketball,0,0,0,43416755.0,13431.8783398577
842606539,Marcos Freitas,POR,male,4/8/88,1.8,75.0,table tennis,0,0,0,10348648.0,19222.1500764153
634165369,Marcos Macedo,BRA,male,9/9/90,1.89,85.0,aquatics,0,0,0,207847528.0,8538.5899749574
408897211,Marcos Madrid,MEX,male,9/6/86,1.8,68.0,table tennis,0,0,0,127017224.0,9005.02426497766
23863163,Marcos Pasin,BRA,male,5/27/93,1.73,69.0,hockey,0,0,0,207847528.0,8538.5899749574
372806643,Marcos Poggi,ESP,male,8/31/87,1.82,86.0,rugby sevens,0,0,0,46418269.0,25831.5823052954
481791889,Marcos Pulido Rodriguez,MEX,male,8/18/95,1.79,74.0,canoe,0,0,0,127017224.0,9005.02426497766
414759597,Marcus Child,NZL,male,3/2/91,1.82,81.0,hockey,0,0,0,4595700.0,37807.9672760442
728513422,Marcus D'almeida,BRA,male,1/30/98,1.83,90.0,archery,0,0,0,207847528.0,8538.5899749574
84514689,Marcus Daniell,NZL,male,11/9/89,1.9,76.0,tennis,0,0,0,4595700.0,37807.9672760442
820182386,Marcus Ellis,GBR,male,9/14/89,1.75,80.0,badminton,0,0,1,65138232.0,43875.9696143686
456233177,Marcus Fraser,AUS,male,7/26/78,1.83,89.0,golf,0,0,0,23781169.0,56310.9629933721
282297654,Marcus Gross,GER,male,9/28/89,1.82,85.0,canoe,2,0,0,81413145.0,41313.3139945434
673529044,Marcus Mepstead,GBR,male,5/11/90,1.83,78.0,fencing,0,0,0,65138232.0,43875.9696143686
14800860,Marcus Nyman,SWE,male,8/14/90,1.89,90.0,judo,0,0,0,9798871.0,50579.6736486777
164432341,Marcus Svensson,SWE,male,3/22/90,1.76,68.0,shooting,0,1,0,9798871.0,50579.6736486777
799844777,Marcus Vinicius Marquinhos,BRA,male,5/31/84,2.07,104.0,basketball,0,0,0,207847528.0,8538.5899749574
855460068,Marcus Walz,ESP,male,10/3/94,1.84,82.0,canoe,1,0,0,46418269.0,25831.5823052954
372436745,Marcus Watson,GBR,male,6/27/91,1.77,88.0,rugby sevens,0,1,0,65138232.0,43875.9696143686
501561453,Mare Dibaba,ETH,female,10/20/89,1.56,45.0,athletics,0,0,1,99390750.0,619.169406475891
655236481,Mareen Kraeh,GER,female,1/28/84,1.61,54.0,judo,0,0,0,81413145.0,41313.3139945434
377392612,Mareike Adams,GER,female,2/27/90,1.74,73.0,rowing,0,0,0,81413145.0,41313.3139945434
182348270,Marek Sindler,CZE,male,7/21/92,1.86,74.0,canoe,0,0,0,10551219.0,17548.3382129701
134225037,Mareks Arents,LAT,male,8/6/86,1.9,85.0,athletics,0,0,0,1978440.0,13648.5475564772
195571720,Marestella Sunang,PHI,female,2/20/81,1.57,54.0,athletics,0,0,0,100699395.0,2904.20208191528
188511447,Maret Balkestein-Grothues,NED,female,9/16/88,1.8,68.0,volleyball,0,0,0,16936520.0,44299.768085383
919199035,Margaret Adeoye,GBR,female,4/22/85,1.74,68.0,athletics,0,0,0,65138232.0,43875.9696143686
978084317,Margaret Bamgbose,NGR,female,10/19/93,1.71,63.0,athletics,0,0,0,182201962.0,2640.2907388575
780545996,Margaret Nyairera Wambui,KEN,female,9/15/95,,66.0,athletics,0,0,1,46050302.0,1376.71282894881
644993560,Margarita Hernandez,MEX,female,12/3/85,1.5,44.0,athletics,0,0,0,127017224.0,9005.02426497766
592591211,Margarita Mamun,RUS,female,10/31/95,1.7,50.0,gymnastics,1,0,0,144096812.0,9092.58053606884
822811465,Margarita Mukasheva,KAZ,female,1/4/86,1.65,50.0,athletics,0,0,0,17544126.0,10509.9810699442
330489011,Margarita Yelisseyeva,KAZ,female,7/20/92,1.5,48.0,weightlifting,0,0,0,17544126.0,10509.9810699442
936647883,Margaux Chretien,FRA,female,12/11/92,1.72,61.0,aquatics,0,0,0,66808385.0,36205.5681017036
587959959,Margaux Fabre,FRA,female,10/2/92,1.73,58.0,aquatics,0,0,0,66808385.0,36205.5681017036
687712206,Margaux Isaksen,USA,female,10/7/91,1.78,60.0,modern pentathlon,0,0,0,321418820.0,56115.7184261955
16156775,Margherita Magnani,ITA,female,2/26/87,1.6,45.0,athletics,0,0,0,60802085.0,29957.8043154372
354533,Margherita Panziera,ITA,female,8/12/95,1.8,65.0,aquatics,0,0,0,60802085.0,29957.8043154372
618086900,Margit Vanek,HUN,female,2/25/86,1.78,58.0,triathlon,0,0,0,9844686.0,12363.5434596539
999465722,Margot van Geffen,NED,female,11/23/89,1.72,63.0,hockey,0,1,0,16936520.0,44299.768085383
707146783,Marharyta Makhneva,BLR,female,2/13/92,1.81,67.0,canoe,0,0,1,9513000.0,5740.45649479562
188153732,Marhinde Verkerk,NED,female,11/21/85,1.72,78.0,judo,0,0,0,16936520.0,44299.768085383
297444162,Mari Molid,NOR,female,8/8/90,1.78,,handball,0,0,1,5195921.0,74400.3697770928
207842990,Mari Rabie,RSA,female,9/10/86,1.71,60.0,triathlon,0,0,0,54956920.0,5723.97335690212
192881723,Maria Alexandra Escobar Guerrero,ECU,female,7/17/80,1.61,57.0,weightlifting,0,0,0,16144363.0,6205.06414529951
220995361,Maria Andrade,CPV,female,3/19/93,1.69,49.0,taekwondo,0,0,0,520502.0,3080.17881445563
289043459,Maria Andrejczyk,POL,female,3/9/96,1.74,77.0,athletics,0,0,0,37999494.0,12554.5475536313
60248392,Maria Barrionuevo,ARG,female,5/16/84,1.71,58.0,hockey,0,0,0,43416755.0,13431.8783398577
437720766,Maria Belen Perez Maurice,ARG,female,7/12/85,1.8,68.0,fencing,0,0,0,43416755.0,13431.8783398577
581742825,Maria Belimpasaki,GRE,female,6/19/91,1.75,64.0,athletics,0,0,0,10823732.0,18002.2305776688
671806829,Maria Bernabeu,ESP,female,2/15/88,1.7,70.0,judo,0,0,0,46418269.0,25831.5823052954
225216980,Maria Bernard,CAN,female,4/6/93,1.65,53.0,athletics,0,0,0,35851774.0,43248.529909341
849987723,Maria Borisova,RUS,female,7/28/97,1.84,95.0,aquatics,0,0,1,144096812.0,9092.58053606884
173396847,Maria Branz,ARG,female,2/6/90,1.7,68.0,sailing,0,0,0,43416755.0,13431.8783398577
227880733,Maria Bruno,BRA,female,8/28/92,1.6,54.0,aquatics,0,0,0,207847528.0,8538.5899749574
129176268,Maria Camila Lopera Valle,COL,female,4/18/95,1.54,54.0,rugby sevens,0,0,0,48228704.0,6056.14771720405
548878175,Maria Campoy,ARG,female,10/6/90,1.58,48.0,hockey,0,0,0,43416755.0,13431.8783398577
641169323,Maria Casado,ESP,female,12/25/85,1.67,63.0,rugby sevens,0,0,0,46418269.0,25831.5823052954
680445450,Maria Clara Lobo,BRA,female,9/3/98,1.67,55.0,aquatics,0,0,0,207847528.0,8538.5899749574
971274141,Maria Czakova,SVK,female,10/2/88,1.66,56.0,athletics,0,0,0,5424050.0,16088.2775872723
95646367,Maria Dolgikh,RUS,female,7/24/87,1.76,62.0,table tennis,0,0,0,144096812.0,9092.58053606884
639719665,Maria Eduarda Miccuci,BRA,female,6/7/95,1.67,56.0,aquatics,0,0,0,207847528.0,8538.5899749574
42602097,Maria Elena Calle,ECU,female,7/25/75,1.62,54.0,athletics,0,0,0,16144363.0,6205.06414529951
166969862,Maria Elisabetta Marconi,ITA,female,8/28/84,1.59,55.0,aquatics,0,0,0,60802085.0,29957.8043154372
71121254,Maria Enrica Spacca,ITA,female,3/20/86,1.64,55.0,athletics,0,0,0,60802085.0,29957.8043154372
274533767,Maria Erdi,HUN,female,2/18/98,1.75,67.0,sailing,0,0,0,9844686.0,12363.5434596539
242817329,Maria Far,PAN,female,1/6/98,1.63,130.0,aquatics,0,0,0,3929141.0,13268.1137549335
395263582,Maria Fernanda Valdes Paris,CHI,female,3/17/92,1.61,75.0,weightlifting,0,0,0,17948141.0,13416.2300390185
821892550,Maria Gabriela Diaz,ARG,female,1/2/81,1.6,53.0,cycling,0,0,0,43416755.0,13431.8783398577
781399998,Maria Galikova,SVK,female,8/21/80,1.61,50.0,athletics,0,0,0,5424050.0,16088.2775872723
526855097,Maria Granatto,ARG,female,4/21/95,1.58,58.0,hockey,0,0,0,43416755.0,13431.8783398577
950854584,Maria Guadalupe Gonzalez,MEX,female,1/9/89,1.62,47.0,athletics,0,1,0,127017224.0,9005.02426497766
453427265,Maria Guadalupe Sanchez,MEX,female,8/4/95,1.65,48.0,athletics,0,0,0,127017224.0,9005.02426497766
141566641,Maria Jose Acosta Acosta,VEN,female,11/26/91,1.72,69.0,wrestling,0,0,0,31108083.0,
722414167,Maria Kadobina,BLR,female,2/4/97,1.74,51.0,gymnastics,0,0,0,9513000.0,5740.45649479562
686608090,Maria Kurjo,GER,female,12/10/89,1.58,52.0,aquatics,0,0,0,81413145.0,41313.3139945434
813578958,Maria Leonor Tavares,POR,female,9/24/85,1.65,55.0,athletics,0,0,0,10348648.0,19222.1500764153
323047298,Maria Lopez,ESP,female,2/16/90,1.7,62.0,hockey,0,0,0,46418269.0,25831.5823052954
937896884,Maria Lopez de Equilaz,ESP,female,7/12/84,1.64,56.0,hockey,0,0,0,46418269.0,25831.5823052954
766954463,Maria Michta-Coffey,USA,female,6/23/86,1.66,49.0,athletics,0,0,0,321418820.0,56115.7184261955
82454552,Maria Mollestad,NOR,female,7/23/92,,,sailing,0,0,0,5195921.0,74400.3697770928
949792080,Maria Mutio,ARG,female,11/20/84,1.71,68.0,hockey,0,0,0,43416755.0,13431.8783398577
359873953,Maria Natalia Londa,INA,female,10/29/90,1.65,56.0,athletics,0,0,0,257563815.0,3346.48703949478
397999900,Maria Ortiz,ARG,female,4/16/97,1.62,50.0,hockey,0,0,0,43416755.0,13431.8783398577
80802864,Maria Paseka,RUS,female,7/19/95,1.61,48.0,gymnastics,0,2,0,144096812.0,9092.58053606884
649684578,Maria Peralta,ARG,female,11/30/77,1.67,49.0,athletics,0,0,0,43416755.0,13431.8783398577
546111531,Maria Perez,PUR,female,4/1/89,1.67,69.0,judo,0,0,0,3474182.0,
917128574,Maria Portela,BRA,female,1/14/88,1.58,70.0,judo,0,0,0,207847528.0,8538.5899749574
902674669,Maria Prevolaraki,GRE,female,12/21/91,1.63,57.0,wrestling,0,0,0,10823732.0,18002.2305776688
887573602,Maria Ribera,ESP,female,7/8/86,1.72,76.0,rugby sevens,0,0,0,46418269.0,25831.5823052954
206006000,Maria Romanjuk,EST,female,8/15/96,1.69,65.0,aquatics,0,0,0,1311998.0,17118.5042003236
520469214,Maria Ruiz,ESP,female,3/18/90,1.69,73.0,hockey,0,0,0,46418269.0,25831.5823052954
865389407,Maria Selmaier,GER,female,12/12/91,1.75,79.0,wrestling,0,0,0,81413145.0,41313.3139945434
861477967,Maria Springwald,POL,female,7/30/91,1.74,69.0,rowing,0,0,1,37999494.0,12554.5475536313
960192083,Maria Suelen Altheman,BRA,female,8/12/88,1.75,110.0,judo,0,0,0,207847528.0,8538.5899749574
336010126,Maria Tejerina Mackern,ARG,female,6/15/94,1.69,63.0,sailing,0,0,0,43416755.0,13431.8783398577
975534750,Maria Tolkacheva,RUS,female,8/8/97,1.76,53.0,gymnastics,1,0,0,144096812.0,9092.58053606884
5915355,Maria Ugolkova,SUI,female,7/18/89,1.73,65.0,aquatics,0,0,0,8286976.0,80945.0792194742
655249498,Maria Ulitina,UKR,female,11/5/91,1.78,65.0,badminton,0,0,0,45198200.0,2114.95471628444
164601802,Maria Verchenova,RUS,female,3/27/86,1.74,64.0,golf,0,0,0,144096812.0,9092.58053606884
609643734,Maria Verschoor,NED,female,4/22/94,1.64,58.0,hockey,0,1,0,16936520.0,44299.768085383
330387161,Maria Vilas Vidal,ESP,female,5/31/96,1.68,64.0,aquatics,0,0,0,46418269.0,25831.5823052954
9029196,Maria Wierzbowska,POL,female,2/13/95,1.74,68.0,rowing,0,0,0,37999494.0,12554.5475536313
375141341,Maria del Mar Jover,ESP,female,4/21/88,1.67,61.0,athletics,0,0,0,46418269.0,25831.5823052954
626430359,Maria del Pilar Pena Carrasco,ESP,female,4/4/86,1.74,63.0,aquatics,0,0,0,46418269.0,25831.5823052954
215800330,Maria del Rosario Espinoza Espinoza,MEX,female,11/29/87,1.73,70.0,taekwondo,0,1,0,127017224.0,9005.02426497766
271492907,Mariabenedicta Chigbolu,ITA,female,7/27/89,1.72,52.0,athletics,0,0,0,60802085.0,29957.8043154372
414150168,Mariafe Artacho del Solar,AUS,female,10/24/93,1.74,70.0,volleyball,0,0,0,23781169.0,56310.9629933721
177261311,Mariah Williams,AUS,female,5/31/95,1.68,66.0,hockey,0,0,0,23781169.0,56310.9629933721
990925025,Mariajo Uribe,COL,female,2/27/90,1.68,65.0,golf,0,0,0,48228704.0,6056.14771720405
406892958,Mariam Kromah,LBR,female,1/1/94,,,athletics,0,0,0,4503438.0,455.873934536237
408046749,Mariama Djoulde Sow,GUI,female,5/19/00,1.65,65.0,aquatics,0,0,0,12608590.0,531.320595188714
477864609,Mariama Mamoudou,NIG,female,7/23/97,1.69,64.0,athletics,0,0,0,19899120.0,358.958152040005
84245800,Marian Kovacocy,SVK,male,9/17/84,1.8,87.0,shooting,0,0,0,5424050.0,16088.2775872723
699157085,Marian Urdabayeva,KAZ,female,4/3/88,1.7,63.0,judo,0,0,0,17544126.0,10509.9810699442
336224210,Mariana Cherdivara Esanu,MDA,female,9/15/92,1.6,62.0,wrestling,0,0,0,3554150.0,1848.06180430428
114574006,Mariana Duarte,BRA,female,10/5/96,1.7,67.0,aquatics,0,0,0,207847528.0,8538.5899749574
939892477,Mariana Duque-Marino,COL,female,8/12/89,1.69,61.0,tennis,0,0,0,48228704.0,6056.14771720405
123852277,Mariana Foglia Costa,URU,female,6/28/82,1.73,69.0,sailing,0,0,0,3431555.0,15573.9009191818
441871483,Mariana Pajon,COL,female,10/10/91,1.58,50.0,cycling,1,0,0,48228704.0,6056.14771720405
267541302,Mariana Ramalho,BRA,female,8/17/87,,,rugby sevens,0,0,0,207847528.0,8538.5899749574
583952076,Mariana Sahakian,LIB,female,9/2/77,1.55,52.0,table tennis,0,0,0,5850743.0,8047.64508557496
354121976,Mariana Silva,BRA,female,2/22/90,1.73,63.0,judo,0,0,0,207847528.0,8538.5899749574
472526288,Mariangela Perrupato,ITA,female,9/15/88,1.73,56.0,aquatics,0,0,0,60802085.0,29957.8043154372
385694443,Marianna Sastin,HUN,female,7/10/83,1.61,65.0,wrestling,0,0,0,9844686.0,12363.5434596539
813833760,Marianna Tolo,AUS,female,7/2/89,1.96,86.0,basketball,0,0,0,23781169.0,56310.9629933721
321680601,Marianne Skarpnord,NOR,female,2/11/86,,,golf,0,0,0,5195921.0,74400.3697770928
913351794,Marianne Vos,NED,female,5/13/87,1.69,59.0,cycling,0,0,0,16936520.0,44299.768085383
610975661,Mariano Canepa,ARG,male,5/7/87,1.85,98.0,handball,0,0,0,43416755.0,13431.8783398577
393287429,Mariano Mastromarino,ARG,male,9/15/82,1.69,56.0,athletics,0,0,0,43416755.0,13431.8783398577
285433516,Maricet Espinosa,CUB,female,1/2/90,1.63,63.0,judo,0,0,0,11389562.0,
76777877,Marie Gayot,FRA,female,12/18/89,1.71,58.0,athletics,0,0,0,66808385.0,36205.5681017036
849507397,Marie Laura Meza,CRC,female,11/20/90,1.63,58.0,aquatics,0,0,0,4807850.0,11260.0921598775
192037640,Marie Laure Delie,FRA,female,1/29/88,1.72,65.0,football,0,0,0,66808385.0,36205.5681017036
974746450,Marie Le Nepvou,FRA,female,1/25/85,1.81,72.0,rowing,0,0,0,66808385.0,36205.5681017036
494678680,Marie Mavers,GER,female,2/13/91,1.7,67.0,hockey,0,0,1,81413145.0,41313.3139945434
372606340,Marie Prouvensier,FRA,female,2/9/94,1.65,52.0,handball,0,1,0,66808385.0,36205.5681017036
34447682,Marie Riou,FRA,female,8/21/81,1.71,68.0,sailing,0,0,0,66808385.0,36205.5681017036
953237807,Marie Wattel,FRA,female,6/2/97,1.81,71.0,aquatics,0,0,0,66808385.0,36205.5681017036
230737913,Marie Yamaguchi,JPN,female,10/22/89,1.59,58.0,rugby sevens,0,0,0,126958472.0,32477.2151449234
351230490,Marie-Catherine Arnold,GER,female,11/7/91,1.75,69.0,rowing,0,0,0,81413145.0,41313.3139945434
851180853,Marie-Eve Beauchemin-Nadeau,CAN,female,10/13/88,1.66,69.0,weightlifting,0,0,0,35851774.0,43248.529909341
223948924,Marie-Eve Nault,CAN,female,2/16/82,1.7,64.0,football,0,0,0,35851774.0,43248.529909341
554344364,Marie-Florence Candassamy,FRA,female,2/26/91,1.85,74.0,fencing,0,0,0,66808385.0,36205.5681017036
322081073,Marie-Josee Ta Lou,CIV,female,11/18/88,1.59,50.0,athletics,0,0,0,22701556.0,1398.98995768413
2419718,Marie-Laurence Jungfleisch,GER,female,10/7/90,1.82,68.0,athletics,0,0,0,81413145.0,41313.3139945434
68066682,Marie-Louise Drager,GER,female,4/11/81,1.7,59.0,rowing,0,0,0,81413145.0,41313.3139945434
877716234,Marie-Sadio Rosche,SEN,female,8/10/87,1.9,80.0,basketball,0,0,0,15129273.0,899.579879484977
307272735,Marie-Zelia Lafont,FRA,female,1/9/87,1.71,63.0,canoe,0,0,0,66808385.0,36205.5681017036
669462744,Mariel Zagunis,USA,female,3/3/85,1.73,72.0,fencing,0,0,1,321418820.0,56115.7184261955
462879813,Marielle Amant,FRA,female,12/9/89,1.9,84.0,basketball,0,0,0,66808385.0,36205.5681017036
132988064,Marielle Hall,USA,female,1/28/92,1.61,50.0,athletics,0,0,0,321418820.0,56115.7184261955
778284527,Mariely Sanchez,DOM,female,12/30/88,1.61,52.0,athletics,0,0,0,10528391.0,6468.4734915433
273450205,Mariia Shorets,RUS,female,8/9/90,1.66,55.0,triathlon,0,0,0,144096812.0,9092.58053606884
258800663,Mariia Shurochkina,RUS,female,6/30/95,1.64,50.0,aquatics,1,0,0,144096812.0,9092.58053606884
892226840,Marija Marovic,CRO,female,9/16/83,1.75,72.0,shooting,0,0,0,4224404.0,11535.8293558997
604000736,Marija Vrajic,CRO,female,9/23/76,1.69,51.0,athletics,0,0,0,4224404.0,11535.8293558997
